address,address_clean,lat,lon
"107-B FAHM STREET, SAVANNAH, Georgia 31401-2391","107-B FAHM STREET, SAVANNAH, Georgia 31401",32.078739,-81.1011784
"349 W. BRYAN ST, SAVANNAH, Georgia 31401","349 W. BRYAN ST, SAVANNAH, Georgia 31401",32.0803122,-81.0917589
"220 ALSTON STREET, RICHLAND, Georgia 31825-6012","220 ALSTON STREET, RICHLAND, Georgia 31825",32.0807012,-84.6612249
"200 B SOUTH MAIN STREET, REIDSVILLE, Georgia 30453-4602","200 B SOUTH MAIN STREET, REIDSVILLE, Georgia 30453",32.0814254,-82.1130437
"117 MEMORIAL DRIVE, REIDSVILLE, Georgia 30453-4602","117 MEMORIAL DRIVE, REIDSVILLE, Georgia 30453",32.082963,-82.1086324
"1601 N. MARTIN LUTHER KING JR. BLVD, AMERICUS, Georgia 31719-2489","1601 N. MARTIN LUTHER KING JR. BLVD, AMERICUS, Georgia 31719",32.087179,-84.240219
"123 LEARNING AVE, AMERICUS, Georgia 31719","123 LEARNING AVE, AMERICUS, Georgia 31719",32.090302,-84.310735
"2 ROBERTS STREET, GARDEN CITY, Georgia 31408-3524","2 ROBERTS STREET, GARDEN CITY, Georgia 31408",32.095058,-81.136652
"204 WEST UNION, VIENNA, Georgia 31092-1056","204 WEST UNION, VIENNA, Georgia 31092",32.096371,-83.810442
"430 LEDFORD STREET, PEMBROKE, Georgia 31321-0000","430 LEDFORD STREET, PEMBROKE, Georgia 31321",32.1316551,-81.624627
"143 CANAL STREET, POOLER, Georgia 31322-4016","143 CANAL STREET, POOLER, Georgia 31322",32.1319125,-81.2547243
"66 CAPTAIN MATTHEW FREEMAN DR., RICHMOND HILL, Georgia 31324-3652","66 CAPTAIN MATTHEW FREEMAN DR., RICHMOND HILL, Georgia 31324",32.135221,-81.502323
"3609 BILL HODGE ROAD, CLAXTON, Georgia 30417-6235","3609 BILL HODGE ROAD, CLAXTON, Georgia 30417",32.135652,-81.953059
"9 W. MAIN ST, ALAMO, Georgia 30411","9 W. MAIN ST, ALAMO, Georgia 30411",32.136106,-82.783889
"110 MEDICAL PARK DRIVE, POOLER, Georgia 31322-1956","110 MEDICAL PARK DRIVE, POOLER, Georgia 31322",32.1382078,-81.2539345
"6459 US HWY 301 S, CLAXTON, Georgia 30417","6459 US HWY 301 S, CLAXTON, Georgia 30417",32.141702,-81.903847
"414 KENT STREET, ALAMO, Georgia 30411-0000","414 KENT STREET, ALAMO, Georgia 30411",32.1486829,-82.7841664
"4 NORTH NEWTON STREET, CLAXTON, Georgia 30417-1756","4 NORTH NEWTON STREET, CLAXTON, Georgia 30417",32.1614214,-81.9051017
"218 WEST BROAD STREET, MOUNT VERNON, Georgia 30445-3021","218 WEST BROAD STREET, MOUNT VERNON, Georgia 30445",32.174714,-82.595112
"11949 US HIGHWAY 41, PINEHURST, Georgia 31070-7467","11949 US HIGHWAY 41, PINEHURST, Georgia 31070",32.175703,-83.765481
"176 FREEMAN GRAHAM BLVD, EASTMAN, Georgia 31023-0235","176 FREEMAN GRAHAM BLVD, EASTMAN, Georgia 31023",32.180837,-83.152368
"1121 PLAZA AVENUE, EASTMAN, Georgia 31023-6761","1121 PLAZA AVENUE, EASTMAN, Georgia 31023",32.1824356,-83.1787304
"901 GRIFFIN AVENUE, EASTMAN, Georgia 31023-6720","901 GRIFFIN AVENUE, EASTMAN, Georgia 31023",32.1852265,-83.1778106
"817 GRIFFIN AVE, EASTMAN, Georgia 31023-6780","817 GRIFFIN AVE, EASTMAN, Georgia 31023",32.1866404,-83.1782118
"1223 PLAZA AVE, EASTMAN, Georgia 31023-6763","1223 PLAZA AVE, EASTMAN, Georgia 31023",32.1870912,-83.1745888
"714 NW BROAD STREET, LYONS, Georgia 30436-0000","714 NW BROAD STREET, LYONS, Georgia 30436",32.2039807,-82.3424771
"303 HARRIS INDUSTRIAL BLVD SUITE 3, VIDALIA, Georgia 30474-7210","303 HARRIS INDUSTRIAL BLVD SUITE 3, VIDALIA, Georgia 30474",32.206147,-82.3780794
"125 CHURCH STREET, VIDALIA, Georgia 30474","125 CHURCH STREET, VIDALIA, Georgia 30474",32.2111067,-82.4171244
"1 MEADOWS PARKWAY, VIDALIA, Georgia 30474","1 MEADOWS PARKWAY, VIDALIA, Georgia 30474",32.217466,-82.411484
"45 WEST OGLETHORPE STREET, ELLAVILLE, Georgia 31806-3110","45 WEST OGLETHORPE STREET, ELLAVILLE, Georgia 31806",32.2437114,-84.3197081
"814 TOWNE PARK DRIVE WEST STE 100, RINCON, Georgia 31326","814 TOWNE PARK DRIVE WEST STE 100, RINCON, Georgia 31326",32.2673499,-81.2270059
"808 TOWNE PARK DRIVE, RINCON, Georgia 31326-5169","808 TOWNE PARK DRIVE, RINCON, Georgia 31326",32.2703662,-81.2226249
"259 BROAD STREET, HAWKINSVILLE, Georgia 31036","259 BROAD STREET, HAWKINSVILLE, Georgia 31036",32.2814873,-83.4815672
"81 NORTH LUMPKIN STREET, HAWKINSVILLE, Georgia 31036-4721","81 NORTH LUMPKIN STREET, HAWKINSVILLE, Georgia 31036",32.2845323,-83.4689111
"110 CHATHAM STREET, OGLETHORPE, Georgia 31068-9100","110 CHATHAM STREET, OGLETHORPE, Georgia 31068",32.2880109,-84.068167
"105 WALNUT STREET, MONTEZUMA, Georgia 31063-1902","105 WALNUT STREET, MONTEZUMA, Georgia 31063",32.2934147,-84.030898
"506-C SPAULDING ROAD, MONTEZUMA, Georgia 31063","506-C SPAULDING ROAD, MONTEZUMA, Georgia 31063",32.2956356,-84.0238151
"213 MCNAUGHTON STREET, CUSSETA, Georgia 31805-3013","213 MCNAUGHTON STREET, CUSSETA, Georgia 31805",32.3077723,-84.7649754
"111 N BAKER STREET, BUENA VISTA, Georgia 31803-1812","111 N BAKER STREET, BUENA VISTA, Georgia 31803",32.319149,-84.519876
"2839 RAILROAD AVE., CADWELL, Georgia 31009","2839 RAILROAD AVE., CADWELL, Georgia 31009",32.3390515,-83.0445207
"520 W 3RD ST, SPRINGFIELD, Georgia 31329","520 W 3RD ST, SPRINGFIELD, Georgia 31329",32.362857,-81.314411
"4357 EAST LOUISIANA AVENUE, SOPERTON, Georgia 30457-3004","4357 EAST LOUISIANA AVENUE, SOPERTON, Georgia 30457",32.3772897,-82.5888219
"5614 N THIRD STREET, SOPERTON, Georgia 30457-2009","5614 N THIRD STREET, SOPERTON, Georgia 30457",32.381655,-82.586723
"802 HIGHWAY 119 SOUTH, SPRINGFIELD, Georgia 31329-3049","802 HIGHWAY 119 SOUTH, SPRINGFIELD, Georgia 31329",32.396206,-81.288039
"152 NORTH 8TH STREET, COCHRAN, Georgia 31014-6021","152 NORTH 8TH STREET, COCHRAN, Georgia 31014",32.3979381,-83.3542819
"428 NORTH ROUNTREE STREET, METTER, Georgia 30439-0000","428 NORTH ROUNTREE STREET, METTER, Georgia 30439",32.4025391,-82.0608954
"426 GA HIGHWAY 26 E, COCHRAN, Georgia 31014","426 GA HIGHWAY 26 E, COCHRAN, Georgia 31014",32.403942,-83.333098
"1570 BRAMPTON AVENUE, STATESBORO, Georgia 30458-5102","1570 BRAMPTON AVENUE, STATESBORO, Georgia 30458",32.4062536,-81.7699798
"1230 BRAMPTON AVE, STATESBORO, Georgia 30458-0849","1230 BRAMPTON AVE, STATESBORO, Georgia 30458",32.409791,-81.7711502
"1203 BRAMPTON AVE., STATESBORO, Georgia 30458","1203 BRAMPTON AVE., STATESBORO, Georgia 30458",32.4112155,-81.7706123
"1497 FAIR RD., STATESBORO, Georgia 30458","1497 FAIR RD., STATESBORO, Georgia 30458",32.4152513,-81.7688014
"1044 BERMUDA RUN, STATESBORO, Georgia 30458","1044 BERMUDA RUN, STATESBORO, Georgia 30458",32.4168365,-81.7701446
"450 GEORGIA AVE., STATESBORO, Georgia 30458-0872","450 GEORGIA AVE., STATESBORO, Georgia 30458",32.4211267,-81.7768575
"1600 FORT BENNING ROAD, COLUMBUS, Georgia 31903","1600 FORT BENNING ROAD, COLUMBUS, Georgia 31903",32.42442,-84.939473
"23702 HIGHWAY 80 EAST, STATESBORO, Georgia 30458-0000","23702 HIGHWAY 80 EAST, STATESBORO, Georgia 30458",32.4307838,-81.7488085
"4451 COUNTRY CLUB ROAD, STATESBORO, Georgia 30458","4451 COUNTRY CLUB ROAD, STATESBORO, Georgia 30458",32.4376305,-81.814185
"3 WEST ALTMAN STREET, STATESBORO, Georgia 30458-5212","3 WEST ALTMAN STREET, STATESBORO, Georgia 30458",32.446935,-81.799598
"1 WEST ALTMAN STREET, STATESBORO, Georgia 30458-5212","1 WEST ALTMAN STREET, STATESBORO, Georgia 30458",32.4489486,-81.8005589
"1118 MORNINGSIDE DRIVE, PERRY, Georgia 31069-4948","1118 MORNINGSIDE DRIVE, PERRY, Georgia 31069",32.4596815,-83.711107
"1110 13TH STREET, COLUMBUS, Georgia 31901","1110 13TH STREET, COLUMBUS, Georgia 31901",32.470416,-84.9769917
"1336 3RD AVENUE, COLUMBUS, Georgia 31901-1531","1336 3RD AVENUE, COLUMBUS, Georgia 31901",32.4712224,-84.9888362
"OR QUOVADIS RICHARD, COLUMBUS, Georgia 31901","OR QUOVADIS RICHARD, COLUMBUS, Georgia 31901",32.472864,-84.97823
"1546 10TH AVENUE, COLUMBUS, Georgia 31904-1958","1546 10TH AVENUE, COLUMBUS, Georgia 31904",32.4763733,-84.979619
"1200 19TH STREET, COLUMBUS, Georgia 31901","1200 19TH STREET, COLUMBUS, Georgia 31901",32.480452,-84.975654
"1900 11TH AVENUE, COLUMBUS, Georgia 31901-3716","1900 11TH AVENUE, COLUMBUS, Georgia 31901",32.480654,-84.977192
"2000 10TH AVENUE, COLUMBUS, Georgia 31901","2000 10TH AVENUE, COLUMBUS, Georgia 31901",32.480922,-84.979418
"2100 COMER AVENUE, COLUMBUS, Georgia 31904-8725","2100 COMER AVENUE, COLUMBUS, Georgia 31904",32.4835754,-84.9787482
"626 23RD STREET, COLUMBUS, Georgia 31904-8829","626 23RD STREET, COLUMBUS, Georgia 31904",32.485548,-84.984056
"503 BLUEBIRD BLVD, FORT VALLEY, Georgia 31030-3097","503 BLUEBIRD BLVD, FORT VALLEY, Georgia 31030",32.487755,-83.698162
"654 COUNTY FARM RD., DUBLIN, Georgia 31021-2952","654 COUNTY FARM RD., DUBLIN, Georgia 31021",32.4953328,-82.9255766
"3702 2ND AVENUE, COLUMBUS, Georgia 31904","3702 2ND AVENUE, COLUMBUS, Georgia 31904",32.4977238,-84.9899516
"3655 GURLEY DRIVE, COLUMBUS, Georgia 31904-6861","3655 GURLEY DRIVE, COLUMBUS, Georgia 31904",32.5003874,-84.9557431
"5601 VETERANS PARKWAY, COLUMBUS, Georgia 31904","5601 VETERANS PARKWAY, COLUMBUS, Georgia 31904",32.5241342,-84.9630745
"7700 A CHATTSWORTH ROAD, MIDLAND, Georgia 31820-4022","7700 A CHATTSWORTH ROAD, MIDLAND, Georgia 31820",32.528101,-84.852802
"102 BOWLING LANE, DUBLIN, Georgia 31021-2904","102 BOWLING LANE, DUBLIN, Georgia 31021",32.5294952,-82.9489652
"2406 BELLEVUE ROAD, DUBLIN, Georgia 31021-2842","2406 BELLEVUE ROAD, DUBLIN, Georgia 31021",32.5304435,-82.9415214
"2001 BROOKSTONE CENTRE PARKWAY, COLUMBUS, Georgia 31904-4572","2001 BROOKSTONE CENTRE PARKWAY, COLUMBUS, Georgia 31904",32.532314,-84.981373
"104 FAIRVIEW PARK, DUBLIN, Georgia 31021","104 FAIRVIEW PARK, DUBLIN, Georgia 31021",32.5336453,-82.9515566
"109 ENTERPRISE COURT, COLUMBUS, Georgia 31904","109 ENTERPRISE COURT, COLUMBUS, Georgia 31904",32.5343507,-84.9634711
"112 ROWE STREET, DUBLIN, Georgia 31021","112 ROWE STREET, DUBLIN, Georgia 31021",32.5374077,-82.9093965
"500 BROOKSTONE CENTRE PARKWAY, COLUMBUS, Georgia 31904","500 BROOKSTONE CENTRE PARKWAY, COLUMBUS, Georgia 31904",32.537637,-84.9772885
"6801 RIVER ROAD, COLUMBUS, Georgia 31904","6801 RIVER ROAD, COLUMBUS, Georgia 31904",32.5401081,-84.9964087
"803 MARTIN LUTHER KING JR DRIVE, FORT VALLEY, Georgia 31030-4919","803 MARTIN LUTHER KING JR DRIVE, FORT VALLEY, Georgia 31030",32.5454426,-83.8792011
"98 COHEN WALKER DRIVE, WARNER ROBINS, Georgia 31088-2729","98 COHEN WALKER DRIVE, WARNER ROBINS, Georgia 31088",32.546452,-83.676126
"1114 GA HWY 96, KATHLEEN, Georgia 31047","1114 GA HWY 96, KATHLEEN, Georgia 31047",32.546554,-83.718066
"908 HILLCREST PARKWAY, DUBLIN, Georgia 31021-4206","908 HILLCREST PARKWAY, DUBLIN, Georgia 31021",32.5479641,-82.9280995
"2416 CAPSTONE COURT, COLUMBUS, Georgia 31909-2795","2416 CAPSTONE COURT, COLUMBUS, Georgia 31909",32.5532532,-84.954938
"7141 MOON ROAD, COLUMBUS, Georgia 31909","7141 MOON ROAD, COLUMBUS, Georgia 31909",32.5566758,-84.9278436
"80 W. MAIN STREET, BUTLER, Georgia 31006","80 W. MAIN STREET, BUTLER, Georgia 31006",32.5579755,-84.2399125
"1275 SOUTH HOUSTON LAKE ROAD, WARNER ROBINS, Georgia 31088-0745","1275 SOUTH HOUSTON LAKE ROAD, WARNER ROBINS, Georgia 31088",32.5602332,-83.6622472
"3031 WILLIAMS ROAD, COLUMBUS, Georgia 31909","3031 WILLIAMS ROAD, COLUMBUS, Georgia 31909",32.5651937,-84.9469779
"3580 MASSEE LANE, COLUMBUS, Georgia 31909","3580 MASSEE LANE, COLUMBUS, Georgia 31909",32.5676099,-84.9381422
"6084 LAKEVIEW ROAD, WARNER ROBINS, Georgia 31088-9176","6084 LAKEVIEW ROAD, WARNER ROBINS, Georgia 31088",32.5784597,-83.7050194
"50 GA HIGHWAY 56 NORTH, SWAINSBORO, Georgia 30401-4441","50 GA HIGHWAY 56 NORTH, SWAINSBORO, Georgia 30401",32.596106,-82.336412
"215 N. COLEMAN STREET, SWAINSBORO, Georgia 30401","215 N. COLEMAN STREET, SWAINSBORO, Georgia 30401",32.6015705,-82.335338
"516 S. HOUSTON LAKE ROAD, WARNER ROBINS, Georgia 31088","516 S. HOUSTON LAKE ROAD, WARNER ROBINS, Georgia 31088",32.6048331,-83.6748236
"116 SOUTH HOUSTON ROAD, WARNER ROBINS, Georgia 31088-3904","116 SOUTH HOUSTON ROAD, WARNER ROBINS, Georgia 31088",32.6171051,-83.6414545
"107 PEACOCK DRIVE, WARNER ROBINS, Georgia 31088","107 PEACOCK DRIVE, WARNER ROBINS, Georgia 31088",32.6176312,-83.6521848
"233 NORTH HOUSTON ROAD, WARNER ROBINS, Georgia 31093-3023","233 NORTH HOUSTON ROAD, WARNER ROBINS, Georgia 31093",32.6210057,-83.6416417
"233 N HOUSTON RD, WARNER ROBINS, Georgia 31093","233 N HOUSTON RD, WARNER ROBINS, Georgia 31093",32.6210057,-83.6416417
"207 GREEN STREET, WARNER ROBINS, Georgia 31093","207 GREEN STREET, WARNER ROBINS, Georgia 31093",32.628229,-83.616319
"103 MERCER DR., DUBLIN, Georgia 31021","103 MERCER DR., DUBLIN, Georgia 31021",32.640277,-83.648816
"1049 NORTH HOUSTON ROAD, WARNER ROBINS, Georgia 31093-1505","1049 NORTH HOUSTON ROAD, WARNER ROBINS, Georgia 31093",32.6447585,-83.641378
"200 HWY 49 SOUTH, BYRON, Georgia 31008-6937","200 HWY 49 SOUTH, BYRON, Georgia 31008",32.652641,-83.755205
"26 MAIN STREET, JEFFERSONVILLE, Georgia 31044-3638","26 MAIN STREET, JEFFERSONVILLE, Georgia 31044",32.6890569,-83.3442297
"101 WATSON ROAD SUITE B, JEFFERSONVILLE, Georgia 31044","101 WATSON ROAD SUITE B, JEFFERSONVILLE, Georgia 31044",32.6904799,-83.356009
"82 HILTON HOLTON STREET, WRIGHTSVILLE, Georgia 31096-5819","82 HILTON HOLTON STREET, WRIGHTSVILLE, Georgia 31096",32.691102,-82.517124
"1073 WOODLAND HIGHWAY 41, TALBOTTON, Georgia 31827-4549","1073 WOODLAND HIGHWAY 41, TALBOTTON, Georgia 31827",32.691313,-84.5429
"141 MCCRARY STREET, ROBERTA, Georgia 31078-4915","141 MCCRARY STREET, ROBERTA, Georgia 31078",32.721032,-84.00989
"2251 WEST ELM STREET, WRIGHTSVILLE, Georgia 31096","2251 WEST ELM STREET, WRIGHTSVILLE, Georgia 31096",32.728896,-82.73027
"416 PINE STREET, SYLVANIA, Georgia 30467-2036","416 PINE STREET, SYLVANIA, Georgia 30467",32.7458041,-81.6502847
"210 FORESTHILL DRIVE, HAMILTON, Georgia 31811","210 FORESTHILL DRIVE, HAMILTON, Georgia 31811",32.746007,-84.934906
"7700-B CHATTWORTH ROAD, MIDLAND, Georgia 31820-0000","7700-B CHATTWORTH ROAD, MIDLAND, Georgia 31820",32.781376,-84.825412
"709 VIRGINIA AVENUE, MILLEN, Georgia 30442-5270","709 VIRGINIA AVENUE, MILLEN, Georgia 30442",32.7966966,-81.9456775
"1075 EAST WINTHROPE AVE, MILLEN, Georgia 30442","1075 EAST WINTHROPE AVE, MILLEN, Georgia 30442",32.8042183,-81.9303595
"123 HIGH HILL STREET, IRWINTON, Georgia 31042-2611","123 HIGH HILL STREET, IRWINTON, Georgia 31042",32.8150197,-83.168313
"3780 EISENHOWER PARKWAY, MACON, Georgia 31206-0800","3780 EISENHOWER PARKWAY, MACON, Georgia 31206",32.815984,-83.7032728
"855 ANTHONY ROAD, MACON, Georgia 31204","855 ANTHONY ROAD, MACON, Georgia 31204",32.8214825,-83.6526388
"4164 RIGGINS MILL RD, MACON, Georgia 31217-5999","4164 RIGGINS MILL RD, MACON, Georgia 31217",32.8283716,-83.5610199
"844 SECOND STREET, MACON, Georgia 31201-6885","844 SECOND STREET, MACON, Georgia 31201",32.830752,-83.633774
"400 POPLAR STREET, MACON, Georgia 31201-7307","400 POPLAR STREET, MACON, Georgia 31201",32.832739,-83.627824
"1014 FORSYTH STREET, MACON, Georgia 31201-6840","1014 FORSYTH STREET, MACON, Georgia 31201",32.8353072,-83.6376541
"1600 FORSYTH ST, MACON, Georgia 31201","1600 FORSYTH ST, MACON, Georgia 31201",32.838757,-83.64557
"1508-B HARDEMAN AVE, MACON, Georgia 31201","1508-B HARDEMAN AVE, MACON, Georgia 31201",32.8396755,-83.6407256
"360 HOSPITAL DRIVE, MACON, Georgia 31217-8043","360 HOSPITAL DRIVE, MACON, Georgia 31217",32.8456864,-83.6181175
"180 EMORY HWY, MACON, Georgia 31217","180 EMORY HWY, MACON, Georgia 31217",32.848277,-83.624193
"3203 VINEVILLE AVENUE, MACON, Georgia 31204-2323","3203 VINEVILLE AVENUE, MACON, Georgia 31204",32.8525375,-83.6767264
"300 PERRY STREET, MANCHESTER, Georgia 31816-1346","300 PERRY STREET, MANCHESTER, Georgia 31816",32.8601058,-84.6075753
"3951 RIDGE AVENUE, MACON, Georgia 31210-5050","3951 RIDGE AVENUE, MACON, Georgia 31210",32.8650245,-83.6903772
"314 EAST LEE STREET, THOMASTON, Georgia 30286-4122","314 EAST LEE STREET, THOMASTON, Georgia 30286",32.8859072,-84.323116
"801 WEST GORDON STREET, THOMASTON, Georgia 30286","801 WEST GORDON STREET, THOMASTON, Georgia 30286",32.8859094,-84.3363941
"403 WEST GORDON STREET, THOMASTON, Georgia 30286-3423","403 WEST GORDON STREET, THOMASTON, Georgia 30286",32.8870854,-84.3303119
"3096 RIVERSIDE DRIVE, MACON, Georgia 31210-0420","3096 RIVERSIDE DRIVE, MACON, Georgia 31210",32.8898498,-83.676442
"210 HANNAHS MILL ROAD, THOMASTON, Georgia 30286-2801","210 HANNAHS MILL ROAD, THOMASTON, Georgia 30286",32.9024104,-84.3399911
"5300 BOWMAN ROAD, MACON, Georgia 31210","5300 BOWMAN ROAD, MACON, Georgia 31210",32.922912,-83.727767
"116 SMITH STREET, TENNILLE, Georgia 31089-1465","116 SMITH STREET, TENNILLE, Georgia 31089",32.9363973,-82.8123849
"201 MORNINGSIDE DRIVE, SANDERSVILLE, Georgia 31082-2426","201 MORNINGSIDE DRIVE, SANDERSVILLE, Georgia 31082",32.9746799,-82.8085537
"4292 GRAY HWY, GRAY, Georgia 31032","4292 GRAY HWY, GRAY, Georgia 31032",32.9854742,-83.5714704
"2501 US HIGHWAY 1 NORTH, LOUISVILLE, Georgia 30434-5213","2501 US HIGHWAY 1 NORTH, LOUISVILLE, Georgia 30434",32.986051,-82.392331
"510 WASHINGTON AVENUE, SANDERSVILLE, Georgia 31082","510 WASHINGTON AVENUE, SANDERSVILLE, Georgia 31082",32.9927739,-82.80721
"616 FERNCREST DRIVE, SANDERSVILLE, Georgia 31082","616 FERNCREST DRIVE, SANDERSVILLE, Georgia 31082",33.002056,-82.8041468
"610 FERNCREST DRIVE, SANDERSVILLE, Georgia 31082-1971","610 FERNCREST DRIVE, SANDERSVILLE, Georgia 31082",33.0020792,-82.8041401
"114 FOREST STREET, GRAY GA, Georgia 31032-5860","114 FOREST STREET, GRAY GA, Georgia 31032",33.0059191,-83.5350188
"1067 PEACHTREE STREET, LOUISVILLE, Georgia 30434-1558","1067 PEACHTREE STREET, LOUISVILLE, Georgia 30434",33.0101744,-82.4055261
"900 DALLIS STREET, LA GRANGE, Georgia 30240-4137","900 DALLIS STREET, LA GRANGE, Georgia 30240",33.015388,-85.134407
"1550 DOCTORS DRIVE, LA GRANGE, Georgia 30240-4140","1550 DOCTORS DRIVE, LA GRANGE, Georgia 30240",33.015388,-85.134407
"106 MARTIN LUTHER KING JR DR, FORSYTH, Georgia 31029-1649","106 MARTIN LUTHER KING JR DR, FORSYTH, Georgia 31029",33.0303896,-83.9467872
"MERIWETHER COUNTY HEALTH DEPT, GREENVILLE, Georgia 30222-3339","MERIWETHER COUNTY HEALTH DEPT, GREENVILLE, Georgia 30222",33.030411,-84.714165
"1527 VERNON RD, LA GRANGE, Georgia 30240-4146","1527 VERNON RD, LA GRANGE, Georgia 30240",33.032204,-85.068001
"301 MEDICAL DRIVE, LAGRANGE, Georgia 30240","301 MEDICAL DRIVE, LAGRANGE, Georgia 30240",33.0323584,-85.0592911
"100 ACADEMY DRIVE, BARNESVILLE, Georgia 30204-3504","100 ACADEMY DRIVE, BARNESVILLE, Georgia 30204",33.0341386,-84.1464627
"164 NORTH LEE STREET, FORSYTH, Georgia 31029-2122","164 NORTH LEE STREET, FORSYTH, Georgia 31029",33.0387556,-83.9383106
"120 NORTH LEE STREET, FORSYTH, Georgia 31029-1695","120 NORTH LEE STREET, FORSYTH, Georgia 31029",33.038939,-83.9410277
"101 HOUSTON STREET, BARNESVILLE, Georgia 30204-1660","101 HOUSTON STREET, BARNESVILLE, Georgia 30204",33.0512278,-84.1571141
"229 HWY 41 N, BARNESVILLE, Georgia 30204","229 HWY 41 N, BARNESVILLE, Georgia 30204",33.058025,-84.159216
"201 DOGWOOD DR., WAYNESBORO, Georgia 30830","201 DOGWOOD DR., WAYNESBORO, Georgia 30830",33.0814914,-82.0136886
"114 DOGWOOD DRIVE, WAYNESBORO, Georgia 30830-5446","114 DOGWOOD DRIVE, WAYNESBORO, Georgia 30830",33.0823437,-82.0128226
"305 JONES AVENUE, WAYNESBORO, Georgia 30830-1509","305 JONES AVENUE, WAYNESBORO, Georgia 30830",33.0827275,-82.0143837
"510 NORTH COBB ST., MILLEDGEVILLE, Georgia 31061-2365","510 NORTH COBB ST., MILLEDGEVILLE, Georgia 31061",33.0840917,-83.242016
"530 NORTH COBB STREET, MILLEDGEVILLE, Georgia 31061-7108","530 NORTH COBB STREET, MILLEDGEVILLE, Georgia 31061",33.0843017,-83.2420706
"100 N ABC STREET, MILLEDGEVILLE, Georgia 31061-9313","100 N ABC STREET, MILLEDGEVILLE, Georgia 31061",33.0863679,-83.263025
"750 NORTH COBB STREET, MILLEDGEVILLE, Georgia 31061-7162","750 NORTH COBB STREET, MILLEDGEVILLE, Georgia 31061",33.0870006,-83.2434446
"100 IRELAND DR., MILLEDGEVILLE, Georgia 31061-7937","100 IRELAND DR., MILLEDGEVILLE, Georgia 31061",33.0901411,-83.2507159
"800 NORTH GLYNN ST., MILLEDGEVILLE, Georgia 31061","800 NORTH GLYNN ST., MILLEDGEVILLE, Georgia 31061",33.0904247,-83.2543004
"7171 HWY 19, ZEBULON, Georgia 30295","7171 HWY 19, ZEBULON, Georgia 30295",33.093722,-84.345239
"104 BLUFF CHASE, BONAIRE, Georgia 31005","104 BLUFF CHASE, BONAIRE, Georgia 31005",33.096035,-83.236892
"16201 BARNESVILLE STREET, ZEBULON, Georgia 30295-3380","16201 BARNESVILLE STREET, ZEBULON, Georgia 30295",33.1019471,-84.3321407
"541 GRIFFIN STREET, ZEBULON, Georgia 30295-6750","541 GRIFFIN STREET, ZEBULON, Georgia 30295",33.1045043,-84.341631
"1015 FERNWOOD DRIVE, MILLEDGEVILLE, Georgia 31061-5416","1015 FERNWOOD DRIVE, MILLEDGEVILLE, Georgia 31061",33.1120526,-83.2537627
"14557 HIGHWAY 19, GRIFFIN, Georgia 30224","14557 HIGHWAY 19, GRIFFIN, Georgia 30224",33.180102,-84.301372
"1900 ZEBULON ROAD, GRIFFIN, Georgia 30224-5117","1900 ZEBULON ROAD, GRIFFIN, Georgia 30224",33.197121,-84.282825
"406 EAST BROAD STREET, WRENS, Georgia 30833-1113","406 EAST BROAD STREET, WRENS, Georgia 30833",33.209488,-82.377338
"400 CANTERBURY DRIVE, WRENS, Georgia 30833-4072","400 CANTERBURY DRIVE, WRENS, Georgia 30833",33.218523,-82.3729388
"658 WEST MAIN STREET, GIBSON, Georgia 30810-4013","658 WEST MAIN STREET, GIBSON, Georgia 30810",33.233365,-82.600235
"1007 MEMORIAL DRIVE, GRIFFIN, Georgia 30223-4445","1007 MEMORIAL DRIVE, GRIFFIN, Georgia 30223",33.2400517,-84.2469835
"516 BOLAND STREET, SPARTA, Georgia 31087-2045","516 BOLAND STREET, SPARTA, Georgia 31087",33.2702844,-82.9717129
"1236 FRANKLIN PARKWAY, FRANKLIN, Georgia 30217-7508","1236 FRANKLIN PARKWAY, FRANKLIN, Georgia 30217",33.271541,-85.091359
"1191 FRANKLIN PARKWAY, FRANKLIN, Georgia 30217-6551","1191 FRANKLIN PARKWAY, FRANKLIN, Georgia 30217",33.271617,-85.091384
"1661 WEST MCINTOSH ROAD, GRIFFIN, Georgia 30223","1661 WEST MCINTOSH ROAD, GRIFFIN, Georgia 30223",33.2734265,-84.2991331
"2906 FRANKLIN PARKWAY, FRANKLIN, Georgia 30217-7544","2906 FRANKLIN PARKWAY, FRANKLIN, Georgia 30217",33.280818,-85.106389
"10571 HWY 15 N, SPARTA, Georgia 31087","10571 HWY 15 N, SPARTA, Georgia 31087",33.293608,-82.96934
"463 ERNEST BILES DRIVE, JACKSON, Georgia 30233-2229","463 ERNEST BILES DRIVE, JACKSON, Georgia 30233",33.297602,-83.949599
"825 EATONTON STREET MONTICELLO, MONTICELLO, Georgia 31064-1012","825 EATONTON STREET MONTICELLO, MONTICELLO, Georgia 31064",33.2997383,-83.6749282
"48 MAIN ST., SENOIA, Georgia 30276-1895","48 MAIN ST., SENOIA, Georgia 30276",33.301341,-84.554238
"545 VENTURE CT., MONTICELLO, Georgia 31064","545 VENTURE CT., MONTICELLO, Georgia 31064",33.301806,-83.7059367
"146 SYLVAN DRIVE, JACKSON, Georgia 30233-1548","146 SYLVAN DRIVE, JACKSON, Georgia 30233",33.3035226,-83.9773047
"898 COLLEGE STREET SUITE A, MONTICELLO, Georgia 31064-1258","898 COLLEGE STREET SUITE A, MONTICELLO, Georgia 31064",33.3144326,-83.6863432
