ZCTA,lat,lon,pop_below_18
30273,33.58364608142614,-84.27212033,5016.4097
30305,33.83520979885608,-84.38928922,4120.2204
30339,33.86792219221747,-84.46480562,4014.4045
30401,32.603927747003404,-82.34827396,3752.8365
30470,32.33015849533516,-82.51817016,189.08798
30543,34.29781383061895,-83.64973559,1299.3468
30563,34.559537126649005,-83.46285662,1452.5721
30607,34.01895061,-83.44773741,3345.8072
30650,33.59065745089986,-83.46693072,2952.168
30711,34.929092549611674,-84.76256995,933.12973
30738,34.79533129942232,-85.47852325,765.40273
30753,34.578953918884444,-85.28806568,1878.0685
30815,33.28690351108075,-82.08287207,9769.889
31020,32.65367574696358,-83.50100663,409.29814
31031,32.874176694097905,-83.325569,1551.6086
31085,33.42557858,-83.63094685,244.7018
31211,32.90666176853662,-83.6043452,3321.5982
31419,31.984764578349303,-81.23861544,10674.951
31516,31.30944033712608,-82.25644508,3570.6937
31558,30.80377249045087,-81.51093839,5256.586
31768,31.19322278659988,-83.84053014,5947.8586
31816,32.876216511780726,-84.60167704,1227.7621
39817,30.93949627377159,-84.59138166,2930.8679
39877,31.91832694571581,-84.50647035,104.2002
30019,33.97645838644316,-83.88249464,13345.373
30022,34.02746676685853,-84.24644624,18106.003
30039,33.79869135736513,-84.03413612,11138.9
30044,33.922033386659905,-84.06922076,28648.583
30076,34.027754122947606,-84.31720679,12743.814
30114,34.24430281088909,-84.53933115,12852.949
30125,34.00064987376437,-85.2733352,6492.8664
30189,34.12836788278772,-84.57147085,9497.3372
30213,33.591117931157065,-84.6332508,11353.796
30252,33.47203779,-84.06412875,12944.309
30276,33.26551947248057,-84.58201747,4558.5115
30294,33.63709316260681,-84.26281937,9380.0722
30439,32.41687834815014,-82.07111021,2449.3593
30457,32.398538787552816,-82.56502064,1349.8091
30513,34.82458505440884,-84.3186564,2182.919
30635,34.10340754226295,-82.80140654,3173.4586
30708,34.93989929622328,-84.6675645,105.45729
30901,33.43788006319926,-81.95318405,3653.7002
31025,32.33836407982528,-83.73877626,265.02895
31087,33.26606523,-83.00719662,988.88871
31316,31.71826158,-81.73447095,4321.7243
31535,31.45841116504634,-82.86499709,2975.6483
31626,30.776009268536747,-83.802134,602.12493
31707,31.587310648142505,-84.20691139,5726.1123
31763,31.738870829064812,-84.1471356,6558.5414
31823,32.80059107063161,-84.81377275,179.02357
39815,30.741442281604343,-84.49353468,382.66654
39897,30.912275729203724,-84.33297107,861.58039
30008,33.89651793023315,-84.58855315,9320.8765
30014,33.5810057,-83.81913458,10074.349
30016,33.51835612,-83.9307172,15565.307
30038,33.67078620673344,-84.14208163,9967.0599
30442,32.81675505,-81.9754892,1759.1924
30079,33.79163941810433,-84.25835138,892.70211
30118,33.572902155948725,-85.09943747,123.55072
30120,34.16638728242752,-84.8559487,10404.096
30161,34.23759713901891,-85.17327606,7825.9374
30052,33.816541900059406,-83.89539877,19773.656
30055,33.49049090257854,-83.74230287,713.01347
30060,33.92088901081509,-84.54300942,10089.39
30177,34.40713202196294,-84.37399688,152.67934
30062,33.99974781503398,-84.46901462,15877.021
30121,34.21073242313579,-84.77797287,5629.3796
30122,33.76332918446905,-84.63865172,6896.5649
30124,34.12875062912124,-85.35593709,518.34609
30064,33.938128278457576,-84.61694257,12117.78
30066,34.033980882999714,-84.50798504,13752.903
30168,33.78353243,-84.58770458,8019.8816
30171,34.36120202400928,-84.73582008,835.81362
30075,34.05285251341056,-84.38739888,13165.175
30067,33.93286212762666,-84.46180502,9483.4642
30068,33.96885006257298,-84.43278751,7710.6076
30070,33.57328225726091,-83.8955892,18.071261
30175,34.542394929776336,-84.52794686,1456.0919
30176,33.76974004370995,-85.30395965,1777.5745
30072,33.791287471580894,-84.20597941,111.20922
30126,33.81586499,-84.55170739,10195.552
30137,34.11655748,-84.7657,337.45396
30178,34.09704667621986,-84.97045215,789.9507
30078,33.861175195038875,-84.01795594,9144.518
30127,33.87651468,-84.69648546,16979.119
30179,33.78086844028546,-85.01962915,3954.7393
30082,33.85518450153666,-84.53726879,5698.9412
30134,33.774349479406666,-84.78239031,11295.127
30182,33.65606371661777,-85.24627896,611.88105
30214,33.49221757479603,-84.48695083,6229.2232
30093,33.90880547328143,-84.17840987,14431.535
30107,34.33520205369702,-84.34746366,4469.7992
30185,33.51973433937997,-84.90880582,955.73281
30187,33.65730146365013,-84.85456627,2229.521
30096,33.976881951372114,-84.14785607,17536.112
30101,34.043566360172285,-84.71246369,16808.669
30102,34.10856514251433,-84.64618289,10312.729
30139,34.43347754252472,-84.70571462,1024.0578
30188,34.11870809538741,-84.45528928,14813.361
30105,34.470109157913214,-85.15536106,405.73331
30147,34.13752095157588,-85.21874817,1060.2865
30149,34.31102928908222,-85.21689722,128.0077
30153,33.966765299634666,-85.05427921,4457.5961
30143,34.461998749449414,-84.42385514,4149.7714
30034,33.691951935859635,-84.24839165,9857.997
30106,33.83475413815502,-84.62945651,5586.2999
30144,34.03674231,-84.59174925,11982.243
30145,34.24172841,-84.98075989,2044.6945
30204,33.05841841,-84.12350578,2876.441
30040,34.21621992660501,-84.17978018,19296.831
30148,34.460079443147464,-84.26478542,129.46421
30205,33.26906543901767,-84.46637342,841.45736
30115,34.21295178708675,-84.40140922,12832.869
30116,33.552211621545545,-85.01299474,5274.011
30117,33.581097465653265,-85.13197327,8532.6607
30308,33.77095877869917,-84.37773573,1285.9865
30310,33.726910345045084,-84.42728885,6525.8306
30312,33.74461599,-84.3758139,3988.336
30217,33.28666219702651,-85.13305181,2106.6684
30230,33.16698824685038,-84.92068449,2137.6881
30265,33.41645155,-84.70751878,8583.6675
30258,32.99278391583317,-84.47023657,579.21707
30259,33.265222271065326,-84.74074682,896.46397
30281,33.563356816097155,-84.19614964,16717.437
30284,33.34028784835334,-84.28857074,4.0460369
30220,33.228481430977375,-84.82464215,1093.9559
30253,33.45026442134405,-84.18577891,15628.596
30248,33.34974837848962,-84.10836766,7290.8073
30260,33.58621873516653,-84.33047002,8574.8103
30238,33.494936233464365,-84.38176141,12284.392
30223,33.286364503747215,-84.28018797,8546.4264
30286,32.880778676043896,-84.33333938,5244.1725
30288,33.65500758916485,-84.3281151,1905.5345
30289,33.32359597196981,-84.63369815,8.7138326
30290,33.47674297731773,-84.58803569,2042.7517
30240,33.03753535,-85.12218956,8190.1729
30291,33.57572056481744,-84.54083119,6109.1486
30241,33.02112851498629,-84.95286817,5752.8121
30250,33.43484603948976,-84.30607785,112.26491
30263,33.38849915974535,-84.85914267,15068.333
30292,33.17205377695063,-84.39438614,1388.5131
30293,32.97583157043793,-84.59611414,516.69821
30269,33.39372188575534,-84.56973666,9218.5459
30224,33.20412598408065,-84.23590553,6554.1579
30218,33.12705297815811,-84.58089223,375.41982
30303,33.75284531630712,-84.39022594,200.65916
30215,33.38881896562455,-84.4570539,8520.2301
30216,33.239500938975134,-83.88161732,357.26077
30228,33.40370723747537,-84.30572986,11617.854
30285,32.98647687187973,-84.25257278,157.09006
30274,33.555791571169145,-84.40089943,9070.6348
30275,33.43065445957774,-84.86786445,13.615261
30306,33.78864073099279,-84.3512806,4180.745
30322,33.7945928,-84.3252362,63.113389
30326,33.84961545545771,-84.36350793,496.3722
30350,33.97883891198621,-84.33370336,6588.0583
30311,33.723450579923025,-84.47444055,8326.1977
30329,33.826198253674335,-84.32275722,5675.0377
30332,33.77761762493882,-84.40434763,35.977097
30334,33.74865221128381,-84.38789407,0.11625177
30360,33.93196101464121,-84.27304258,4585.2459
30363,33.79147818501103,-84.39889203,120.98256
30427,31.922674692675503,-81.96620969,3029.1083
30313,33.76361259702437,-84.39767019,563.87485
30337,33.64019036515931,-84.44962682,3612.5451
30338,33.94373046,-84.31803938,9128.7534
30411,32.12537168161734,-82.79356552,880.59561
30412,32.07973282159188,-82.48641489,24.221726
30420,32.30364180896951,-82.12956321,473.12584
30314,33.75786159006989,-84.43196334,4439.0982
30344,33.675071123630445,-84.46029798,7590.4357
30415,32.32773733136015,-81.60078565,1641.3779
30315,33.70311719126273,-84.38272746,9238.4314
30428,32.21699379866412,-82.71428347,409.795
30429,32.158894788484986,-81.93706527,70.293273
30436,32.14924777,-82.29022854,3178.7245
30341,33.887113753852454,-84.28993284,8592.5928
30342,33.88228777672834,-84.37426273,7301.1764
30317,33.749163963638615,-84.3154417,2550.1422
30345,33.85088389701972,-84.28314909,5136.2549
30324,33.819539237362584,-84.35724763,3326.9729
30328,33.931926264189364,-84.38620861,7172.3896
30346,33.924277277423045,-84.3388091,878.37675
30423,32.146041084520164,-81.82309949,24.544657
30441,32.81462578646229,-82.23680381,410.52493
30318,33.79235774565494,-84.44826734,9864.9437
30354,33.66057809067351,-84.38610418,4648.2405
30426,33.03539825209575,-81.65141419,230.23103
30319,33.87868444434388,-84.33594428,9491.1148
30349,33.623471889290975,-84.52584025,18865.249
30552,34.76965836083366,-83.44573255,307.81999
30554,34.40092793219725,-83.65921525,1999.58
30627,33.982631762505235,-82.96259289,463.34054
30629,34.07777814528277,-83.11625917,1148.6734
30456,32.98135080912807,-81.79243443,516.77661
30520,34.33833361,-83.08661588,1212.7167
30557,34.48134289557573,-83.18490727,938.47855
30501,34.31846603612777,-83.81635547,7984.2794
30521,34.362029263286054,-83.29354866,986.29014
30549,34.107306229558496,-83.57682818,7122.5763
30523,34.72006665,-83.54163327,2311.8093
30525,34.91289186540554,-83.35862542,1323.2318
30458,32.39727002,-81.82688497,7922.7376
30553,34.444710996894614,-83.0877355,1762.7576
30555,34.97217480361648,-84.42455118,300.52025
30507,34.26076965,-83.76623168,8909.9206
30506,34.34916090963695,-83.8949574,9293.6286
30533,34.57341963252467,-84.01572345,4911.9051
30558,34.26826974412158,-83.56789059,1425.97
30510,34.44197075575424,-83.58446056,2382.3559
30511,34.456736191231435,-83.47474139,871.76307
30460,32.42710068190633,-81.78277562,0.98579179
30529,34.21547428044968,-83.48202034,3020.4873
30530,34.226868217807954,-83.3843255,1676.0928
30464,32.43508725,-82.221859,17.695572
30534,34.43082015897428,-84.14382071,6254.3677
30562,34.91941179590105,-83.38165123,82.903433
30568,34.953416899823296,-83.41215148,243.57664
30601,34.00032036371683,-83.34850131,3790.4539
30571,34.71219908519423,-83.68324072,347.63546
30564,34.47252780303067,-83.88264073,853.87933
30512,34.85661122,-83.97193492,3484.8444
30567,34.18326246508619,-83.68140494,1265.1354
30516,34.37531597,-83.03742792,428.98598
30517,34.13048681854761,-83.79752634,3837.402
30537,34.97846908525376,-83.32986588,223.31726
30540,34.723099659929495,-84.54426796,3665.3841
30541,34.911675110194054,-84.5348683,286.3739
30546,34.9067292,-83.71020321,880.34119
30572,34.73540207334949,-84.07365327,173.55115
30573,34.74241872484869,-83.39983044,25.309545
30576,34.826857607736294,-83.44536964,420.93627
30538,34.50353975,-83.26891277,607.15801
30581,34.801765986796084,-83.42393367,15.189453
30518,34.132002630421375,-84.02581461,15221.205
30473,32.01614202850957,-82.47197159,589.79984
30445,32.16709757873611,-82.58409003,775.61366
30446,32.55986939,-81.46737687,465.26822
30448,32.487562213161574,-82.36433989,8.7418313
30602,33.942544950013094,-83.37251963,6.47
30621,33.80193220699892,-83.47913599,1346.7058
30624,34.18094726976973,-83.03885487,697.60774
30449,32.522581778682564,-81.52982367,26.204563
30605,33.90547981054035,-83.32404924,6410.3588
30451,32.39327266859307,-81.95621752,8.4720498
30452,32.31703787761056,-81.89414701,580.52975
30474,32.223897590058534,-82.41380341,4144.1379
30545,34.74209018803918,-83.75814582,150.66509
30609,33.93284282172992,-83.37222159,15.2
30622,33.920402333808426,-83.53078673,2862.7542
30453,32.01922501973955,-82.11902461,1874.884
30454,32.43854179761855,-82.73425503,109.47298
30477,32.86272905,-82.3979113,622.48693
30547,34.35737148921529,-83.46096018,785.92146
30623,33.73099363080402,-83.51591267,20.683995
30625,33.521266007137555,-83.34210263,462.57623
30721,34.79159548083583,-84.91190701,14544.968
30720,34.73467196901313,-85.00292001,7028.1906
30810,33.23244628828656,-82.58852561,451.59877
30812,33.36745162883102,-82.02906653,24.379818
30655,33.78213267641468,-83.69077147,6557.6099
30631,33.565497168062606,-82.87034372,254.51479
30656,33.86301331850552,-83.71902411,4269.7605
30814,33.43601529650465,-82.31879338,2418.8295
30634,34.20303298302339,-82.94525647,532.20733
30725,34.92435337,-85.35362786,824.62061
30726,34.97586366996156,-85.13964462,19.583321
30666,33.95889614386746,-83.5826957,2537.729
30673,33.727153956871675,-82.71592327,1484.3108
30817,33.774603483502446,-82.43463565,1464.9978
30820,33.22456232135856,-82.71986123,264.00963
30668,33.908361794622685,-82.69486744,337.3082
30662,34.26384487423362,-83.14624277,2309.948
30733,34.415735749560284,-85.04350372,406.26306
30833,33.189339488869095,-82.36013305,926.93627
30663,33.615710805355555,-83.60356712,680.37284
30664,33.557876805665764,-82.79907295,2.4862092
30665,33.53708613630633,-83.07473581,31.8
30667,33.78525630777014,-83.16633275,143.95503
30822,32.91864166216734,-81.94438427,5.9446444
30731,34.58314913263419,-85.47890079,622.6792
30734,34.53363393378028,-84.71346346,771.38921
30735,34.601821637691856,-84.89373663,1499.4817
30824,33.51581215939854,-82.51466477,4147.253
30736,34.90242962531144,-85.13310043,10698.973
30642,33.54456981838567,-83.18320889,2209.7389
30677,33.792856603198544,-83.38182425,5203.3539
30740,34.754052954604546,-85.077897,1877.4964
30828,33.37279275899097,-82.65353511,794.73906
30741,34.951688488044454,-85.28212127,5626.1881
30752,34.91131541937003,-85.53079881,1765.0666
30803,33.13875267926338,-82.55016526,184.80408
30830,33.082026837947964,-81.97520941,3817.8548
30643,34.36461054686089,-82.91140481,2836.5032
30648,33.87576105265447,-83.03316175,672.9168
30701,34.495367075031865,-84.95388072,10481.167
30805,33.28009689393165,-82.19934036,656.65437
30807,33.45512648728409,-82.64787246,28.252787
30680,33.99726648729515,-83.69745568,11963.302
30747,34.50178738259177,-85.29411333,3051.3203
30646,34.08009152517351,-83.31252561,1693.1713
30750,34.936813858032814,-85.38820483,776.29586
30751,34.98214309546685,-84.73752311,24.712063
30755,34.86941309857631,-85.04071904,2182.4806
30756,34.901053238917164,-84.97459038,13.025766
30905,33.408706297332785,-82.15072313,1344.9586
30802,33.60212745,-82.31836104,1481.1392
30808,33.382299930365164,-82.40235264,1102.9272
30816,33.163920435498085,-82.17062037,411.04305
30707,34.77934296480415,-85.36038585,3761.4514
30710,34.95004384600404,-84.91996107,1867.2196
31030,32.56860115781436,-83.89097408,3566.3196
31083,32.044738649208895,-82.81956367,44.085106
31084,31.96152023,-83.6025574,6.5793991
31002,32.54802665891622,-82.59014121,764.04188
31003,32.59688132604311,-83.2229276,26.815648
31032,33.01039608104513,-83.57290858,3589.6229
31005,32.54528033157817,-83.59495217,5191.5754
31007,32.18912631157594,-83.93384438,195.46371
31008,32.654814558360805,-83.78287162,4341.6818
31057,32.43320340132914,-83.94321728,385.76175
31058,32.49110037891448,-84.4127677,351.3495
31052,32.774322920645126,-83.84665555,1676.662
31039,32.60244979382661,-84.38031645,10.421053
31035,32.845987033465946,-82.70619601,220.26077
31019,32.426220493670066,-83.05340697,721.86873
31011,32.13311748980138,-83.05562909,214.37159
31060,31.98330179874595,-83.05672662,266.55226
31014,32.41436580089687,-83.34500614,2577.7437
31062,33.04337210656756,-83.21580084,0
31091,32.23656348,-83.69965669,569.21415
31092,32.08987147,-83.78303922,1467.1044
31093,32.64813280247854,-83.65688344,6415.0266
31064,33.290293735127406,-83.69989583,2300.5853
31094,33.11376958575897,-82.79891677,234.35083
31089,32.85238949432348,-82.86362596,976.96429
31090,32.79597506585033,-83.0511667,200.21758
31036,32.27055274601484,-83.49588948,2174.8071
31037,32.120571918831146,-82.93245697,501.78553
31041,32.37900018210766,-84.17209805,154.34195
31042,32.74422239541849,-83.1696233,220.87731
31016,32.83651488272312,-84.11489808,336.37409
31018,32.978911408766834,-82.62007841,490.21814
31044,32.66853076301086,-83.37615564,475.01999
31046,33.05234348144208,-83.7830013,822.1552
31070,32.18800685354204,-83.78667367,125.64824
31079,31.940969482226464,-83.46298203,491.86043
31066,32.80757021,-83.98955617,247.25468
31050,32.72923099163597,-83.94095653,153.6081
31022,32.512133991290824,-83.10956653,442.36193
31067,32.85229451248717,-82.96468719,32.880417
31096,32.71875070664059,-82.70635949,1272.0498
31051,32.14462627404127,-83.87817478,21.802776
31071,32.13324752,-83.52256273,241.78326
31072,31.965828983601064,-83.5662003,219.59311
31097,32.899460074399975,-84.15558201,255.81664
31055,31.98248706387988,-82.8904715,1547.6708
31023,32.18282744,-83.19910385,3042.9898
31076,32.547026892499225,-84.10757944,559.31053
31077,31.93485599249203,-83.17721183,193.01534
31210,32.90486657922711,-83.73559754,7997.7137
31201,32.81434298092228,-83.61845304,1110.2344
30906,33.348418237148906,-81.97235713,16214.6
31024,33.323415865786274,-83.36990781,4225.7667
31028,32.63163174922629,-83.6845867,1656.8064
31081,32.40823659373392,-84.27728192,54.443712
31204,32.84993226773971,-83.6761024,7236.2923
31027,32.57401065,-82.81954938,2446.838
31206,32.79381844239377,-83.68320755,7999.1091
30907,33.52192635509776,-82.08597591,10839.422
30909,33.47070325188368,-82.08375842,7450.11
30912,33.47020046428434,-81.98791731,0.2004111
31001,31.975941482515974,-83.33975264,744.25519
31029,33.03888747818456,-83.92980799,3632.2138
31082,32.9920422,-82.89818689,2355.9451
31207,32.82860220585453,-83.64929882,62.079005
31408,32.11163220336914,-81.18162398,2139.4683
31513,31.777880611122026,-82.34625361,3983.2577
31318,32.13576470494007,-81.37565274,129.81015
31411,31.93993866758595,-81.03437148,828
31320,31.766979892465123,-81.36181482,1541.5823
31213,32.84008108052391,-83.63935046,0
31321,32.18186853805353,-81.66467384,1763.8199
31512,31.545310035977227,-83.01259601,417.62141
31323,31.673600582813943,-81.45302073,238.51163
31501,31.22688163393985,-82.34847148,3418.2725
31216,32.72885494,-83.67911151,3950.3869
31327,31.45104044698708,-81.24599891,24.630388
31328,32.01062492805057,-80.8888434,407
31331,31.516560679732617,-81.41578128,1326.802
31519,31.67638207929032,-82.86947156,654.78802
31520,31.177448879126125,-81.487241,5648.589
31220,32.87813272427892,-83.82086506,3412.5396
31301,31.758104220214783,-81.60387266,841.54967
31302,32.1256668,-81.34133493,1632.1124
31303,32.49626335361687,-81.3060724,713.2502
31404,32.05059274529513,-81.05368607,7216.595
31522,31.232350538821997,-81.34775947,2039.4432
31305,31.389846504636928,-81.3890906,929.08335
