ZCTA,lat,lon,pop_below_18
31401,32.06833751,-81.09254342,3295.681
31523,31.21102490851425,-81.61509614,3084.5157
31503,31.1768477,-82.40168966,5393.2694
31524,31.240970672803076,-81.4744616,1.9758571
31405,32.03922023651286,-81.17353513,8664.0649
31510,31.547270628005123,-82.43987168,2512.8745
31525,31.31139868395327,-81.52290461,7540.819
31313,31.83536688203806,-81.61837383,11285.426
31314,31.90630363545864,-81.61669801,495.65414
31406,31.977803124525444,-81.08521572,7282.8448
31533,31.55021433276485,-82.82870328,5165.2629
31315,31.88767932783469,-81.6060094,3209.3458
31407,32.182325807725626,-81.1994389,4975.0617
31637,31.29299911380949,-83.44092901,658.15559
31543,31.34458888610404,-81.82698578,1200.707
31560,31.503090340404047,-82.02891918,680.95092
31641,30.93178754712012,-83.09670065,445.70195
31561,31.199555882175183,-81.32597651,0
31544,31.83803813303717,-82.95559734,185.19279
31642,31.259825494182213,-82.88272991,1194.7297
31569,30.90169847,-81.68245494,1251.554
31606,30.79630722705101,-83.1864751,798.86142
31643,30.77052359085396,-83.55860712,2003.2891
31566,31.18358372785214,-81.80843356,1128.8251
31602,30.86734959677664,-83.34268656,8360.0749
31605,30.93339437676155,-83.23478467,5841.3609
31620,31.11862794,-83.43731928,2778.2815
31622,31.374471755789017,-83.20228867,416.67105
31623,31.07136572271189,-82.64404008,40.850332
31645,31.062452177836324,-83.21844621,1463.2018
31647,31.21035075609473,-83.43157077,933.28681
31648,30.708359669153868,-83.00836935,199.95406
31549,31.945034705948498,-82.70928068,414.85965
31627,31.03924860379468,-83.39235287,63.358121
31650,31.383278120851763,-83.0275748,833.3231
31698,30.84751322733267,-83.2904927,130.26641
31699,30.96657518748128,-83.19244687,193.05885
31550,31.139259058245333,-82.59573893,109.2175
31555,31.702725521230693,-82.06647191,434.76855
31551,31.492226743125105,-82.27322792,159.64501
31630,30.923542876445705,-82.85663933,129.39261
31552,31.29140051460405,-82.59960659,282.9452
31631,30.71127283837256,-82.64664408,94.747581
31601,30.74772091195023,-83.33967072,7852.9106
31554,31.482637577888035,-82.61858513,1306.0188
31542,31.15271987,-82.12166309,755.73663
31556,31.405049929487884,-82.11524373,14.87054
31537,30.892221080969485,-82.12473798,1981.7962
31634,31.02867112997952,-82.73202209,1453.653
31701,31.573732882091047,-84.15510268,4350.4404
31565,31.068652655263417,-81.64759644,301.37353
31625,30.991815357963645,-83.52558629,249.30142
31635,31.10300895060424,-83.0432042,1568.3297
31539,31.82392719,-82.60666788,3946.2833
31557,31.37445510580748,-82.09708023,1093.723
31636,30.733728947838262,-83.10965482,2332.7634
31774,31.561086055644758,-83.27125307,1384.6467
31815,32.04114117834023,-84.85406216,463.9375
31826,32.79522369763889,-84.70295709,439.18591
31832,31.95503952180218,-84.61703074,46.850409
31825,32.10802323972023,-84.66928026,342.54719
31820,32.57575869,-84.82944802,3221.2075
31749,31.42127713693771,-83.33149878,730.48802
31792,30.77075813966591,-84.04240015,5880.6026
31757,30.87288644501936,-83.89943881,2353.9699
31775,31.33416393826383,-83.6036463,672.2658
31793,31.46098329710826,-83.58385025,2163.9864
31779,31.10031611456396,-84.19120637,1947.5708
31750,31.733949068660188,-83.21749302,4400.8458
31756,31.175603808794158,-83.96223614,236.00793
31780,32.02897227614832,-84.39024281,535.51066
31794,31.444126772429048,-83.45152275,6852.8084
31784,31.25669626347559,-84.04309126,141.51342
31795,31.47611375907721,-83.67632796,499.82096
31796,31.77349458345636,-83.87656489,367.40188
31787,31.89994450748013,-84.249514,450.21043
31798,31.641141821431397,-83.04342895,276.78823
31801,32.51763791184462,-84.59058245,445.96445
31711,32.18764927833888,-84.12258479,200.89242
31811,32.745221422235566,-84.93343085,1649.1427
31712,31.821535499402437,-83.72807414,229.27399
31765,31.09512528270104,-84.03458933,589.01504
31790,31.64820813975753,-83.56925576,423.81098
31719,32.08262641763339,-84.29770015,2280.0009
31803,32.304963748374355,-84.51681194,1460.8156
31804,32.66197972209235,-84.88403541,1227.7147
31720,30.87989544788832,-83.72304387,79.112755
31721,31.508583704875395,-84.30322196,4557.1962
31791,31.533802036186053,-83.87829158,2707.5953
31722,31.054945656368343,-83.61560917,127.92429
31772,31.722131082262727,-83.96504091,100.87316
31773,30.977933321646404,-84.04625575,943.20462
31806,32.26149748,-84.30041748,1131.6942
31743,31.900893803283783,-84.00602399,82.257948
31730,31.20751651443146,-84.28448289,2089.691
31808,32.63545694388081,-85.00719565,1952.9332
31735,31.97196654486244,-83.96445116,132.70863
31810,32.567783005711696,-84.53237498,18.786693
31744,31.33711936291304,-83.90643838,635.16787
31747,31.17533998693212,-83.58733218,44.004034
31830,32.89511591365115,-84.72687943,436.50622
39813,31.426312442128385,-84.68361363,427.30993
31904,32.55182422467293,-84.99998699,7922.638
39824,31.52883567356848,-84.86551888,70.39076
39825,30.923513024948743,-84.73502067,270.05375
31833,32.84958857150424,-85.09204637,1620.0959
31901,32.46455575555771,-84.97986557,793.95315
39828,30.79736382122792,-84.22456556,3473.673
31903,32.41481114,-84.95334901,5280.4379
39834,30.892898552208106,-84.42748411,508.09362
39837,31.15322128759679,-84.67280757,1253.7314
39840,31.788709196571755,-84.75986633,1338.7377
39841,31.29034698001183,-84.69123613,122.89195
39845,30.950023945203466,-84.89327897,1609.2161
39859,30.994924499664045,-84.80733108,211.5521
39867,31.84072637445421,-84.93689724,79.051441
39823,31.340014053148973,-84.94643181,2116.2586
39846,31.568411420323084,-84.74271272,558.15921
39851,31.63426608,-85.00083698,434.51201
31821,32.14049874,-84.9708198,38.164647
39854,31.86706628621099,-85.04881472,312.58787
31822,32.86704516020882,-84.91108337,1051.4895
31906,32.46813526755524,-84.94962085,5347.2719
39862,31.456855043173515,-84.51620854,116.83323
39885,31.721895826823506,-84.34302615,10.174203
31827,32.698246679425615,-84.49851979,404.25072
31829,32.566778850405804,-84.72785588,351.96447
31907,32.48386565265134,-84.89976784,12242.818
39886,31.73461829815103,-84.61551987,331.72051
31727,31.417779196664995,-83.387396,2.6250755
30598,34.596599652683786,-83.35416193,5.809099
39832,31.19305422321859,-85.02574995,12.093859
31599,31.56331545593981,-81.90271764,273.03047
30111,33.831805790528335,-84.65498565,2.0957782
30090,33.95314107488764,-84.54815891,0
31421,32.08711713342895,-81.08010876,8.9103513
30272,33.62312243950187,-84.5017559,3.8564224
30639,34.282737069523854,-83.15239736,1.6785414
30539,34.680607,-84.47012717,30.08547
30597,34.527576733223924,-83.98458855,217.0695
30229,33.22793439776323,-84.57034088,5.9188158
31034,33.054622852238666,-83.2255132,7.3372154
31564,31.24871614616253,-82.47094815,2.7363968
31753,31.20044635264903,-83.87284612,6.0498775
31333,31.767827609856106,-81.62745773,35.432233
31704,31.55102380761612,-84.05635545,22.798236
30018,33.71736245112525,-83.80037703,20.018669
30724,34.82517805,-84.75788494,7.453271
31004,32.95166455,-83.8053162,0.49172906
30414,32.15617799277968,-81.98517293,5.9658498
